0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
285,0,-2,-5,-5,0,-6,2,1,1,8,17,-2,-5,3,5,2,-1,5,-3,6,4,10,-5,-4,-7,6,389,-186,-107
781,0,18,15,14,15,12,20,11,15,22,-32,21,19,17,16,12,6,8,14,14,11,41,14,14,8,14,-1899,-1184,18
655,0,-6,-13,3,5,-3,-2,-3,-1,-20,-29,-2,-6,-6,-29,1,4,-1,4,-3,-2,-18,1,-5,-3,-12,-438,-488,-28
708,0,9,10,3,4,4,12,10,18,12,0,3,6,6,12,0,-1,3,4,-3,9,108,0,6,0,5,-4431,162,0
839,0,-7,-21,-16,-5,-14,-10,-11,-6,0,-10,-7,-8,6,-1,-16,-12,-11,-15,-16,-14,-15,-11,-8,-13,-15,983,-346,28
124,0,9,9,5,9,11,8,7,1,10,-28,6,5,12,9,6,6,14,8,12,0,-34,5,7,3,13,3218,2482,-1
88,0,25,23,25,33,25,19,28,17,34,12,23,22,34,16,23,36,27,26,47,24,14,22,25,27,30,3548,2722,-21
1286,0,17,28,4,1,8,13,14,13,23,15,7,12,23,33,4,8,5,1,6,8,12,3,22,13,26,-2994,-1508,-4
210,0,-9,-9,-11,-10,-12,-8,-10,-9,-6,14,-11,-13,4,4,-8,-12,-5,-13,-7,-6,-36,-10,-10,-10,-4,2614,-1802,-68
380,0,-30,-33,-33,-36,-40,-33,-52,-51,-102,49,-23,-36,-51,-34,-25,-50,-38,-25,-46,-37,-91,-29,-39,-37,-53,2290,-3847,72
964,0,-15,-1,18,23,7,4,7,8,2,2,6,4,-11,-5,11,6,1,11,11,5,11,11,6,13,11,807,-1124,8
445,0,-3,5,-12,-19,-13,-4,-6,-2,-9,-3,-15,-12,5,-16,-13,-13,-6,-11,-9,-11,-14,-8,-5,-10,-1,-2681,1768,15
617,0,9,-2,-22,-31,-14,-15,-7,-5,-5,-2,-13,-9,17,-4,-19,-13,-3,-14,-19,-12,-20,-12,-12,-13,-20,-543,474,-2
1220,0,15,-6,1,0,9,7,13,9,12,13,-3,-2,11,-5,4,8,13,2,3,12,15,4,4,9,4,1070,10,-2
1071,0,-19,-3,17,14,2,3,-2,-4,-9,-16,9,2,-19,-4,10,0,-5,6,1,2,-14,3,-3,11,-6,-819,-630,2
1068,0,-24,-9,-6,-9,-13,-11,-16,-13,-20,-26,-10,-13,-25,-8,-9,-15,-20,-12,-12,-12,-24,-13,-16,-4,-12,-908,-712,-2
1128,0,33,35,28,26,30,36,23,32,17,17,26,28,12,12,31,32,28,29,26,32,43,23,35,24,34,-960,-680,20
62,0,11,10,9,7,8,15,10,18,19,21,10,11,18,9,7,6,4,4,-6,4,-38,10,19,14,11,-4450,-1134,-96
52,0,20,18,19,22,19,22,23,31,43,-32,8,16,24,14,17,48,29,22,25,18,63,14,23,19,29,-648,2498,-32
547,0,5,9,-3,-4,5,0,8,10,2,36,0,4,0,8,-2,6,7,2,1,5,14,9,-8,13,2,-1822,2858,12
275,0,-36,-46,-41,-40,-41,-34,-36,-31,-26,-30,-42,-43,-11,-6,-39,-40,-33,-41,-36,-42,-31,-38,-42,-38,-33,-354,-680,-90
1330,0,-17,-7,-3,-7,-1,1,-3,-8,-4,3,-5,-7,-15,6,0,22,7,-4,0,-32,-29,-3,-1,7,-1,-557,-1484,-12
263,0,-8,-6,-8,0,-5,-7,-1,-1,3,12,-1,-2,3,3,-9,-10,-2,-10,-11,-4,-6,-2,-3,-3,-8,-680,-92,8
585,0,12,11,9,16,12,12,8,3,-11,14,11,5,0,0,11,-3,14,13,17,13,-47,15,5,4,3,1553,984,-44
854,0,5,11,7,4,3,5,7,9,-1,35,5,8,-28,6,6,8,7,10,4,12,-1,10,4,15,-2,-3452,674,64
317,0,-11,-12,-9,-4,-11,-10,-8,-17,-4,-1,-4,-7,-6,-27,-10,-10,-14,-9,-6,-8,-7,-2,-9,-5,-11,731,-407,-99
353,0,-18,0,-3,-7,-8,-5,-3,-2,-2,13,-5,-6,-2,-2,-6,-12,-4,-8,-8,-9,-8,3,-8,-6,-4,-828,-176,11
867,0,12,12,24,27,20,20,18,20,22,34,19,19,0,26,26,26,27,25,28,24,28,11,17,4,14,3748,-129,20
208,0,12,27,-4,-23,-4,0,-3,6,5,18,0,9,8,21,-4,-4,0,-4,-6,-1,1,-2,7,-5,1,-850,210,15
613,0,2,-3,-11,-14,-7,-9,-1,4,-6,6,-10,-6,4,-6,-11,-6,1,-7,-10,-6,-13,-8,-4,-3,-7,-598,702,-4
869,0,7,6,8,10,8,9,4,9,6,17,7,9,-6,5,12,12,12,12,15,11,15,0,8,-4,7,3799,-412,16
155,0,7,8,10,5,5,13,9,7,-20,74,12,6,4,2,6,3,9,7,10,4,-44,7,3,12,-7,1254,-303,-72
119,0,21,17,15,7,15,17,13,8,-1,38,19,10,27,-9,13,4,5,13,2,4,-97,15,16,23,-7,-1560,-1486,-84
1450,0,-7,-31,-10,-1,-9,-13,-14,-23,-14,-24,-10,-17,0,-4,-7,-14,-26,-9,-6,-16,0,-10,-13,-8,-16,-1754,-2743,-39
742,0,-12,-12,-21,-16,-21,-14,-16,-7,-21,-15,-18,-14,0,4,-23,0,-28,-16,-19,-19,7,-24,-18,-25,-18,-2456,-523,8
2,0,18,17,20,19,21,22,18,20,10,-11,13,14,10,21,21,19,7,15,15,14,1,16,28,23,24,-2116,-3530,-110
57,0,11,25,28,14,17,17,11,16,9,16,17,18,7,10,24,19,12,24,19,14,18,24,18,12,17,-558,-646,0
316,0,-8,-10,-7,-3,-9,-9,-5,-16,-1,-2,-2,-6,-4,-28,-9,-8,-11,-8,-5,-7,-6,-1,-7,-2,-10,864,-486,-98
811,0,11,4,5,4,3,8,6,13,11,-10,0,5,2,11,6,13,8,11,11,7,15,1,2,0,14,236,-1142,21
693,0,-6,-7,-7,-5,-6,-2,-2,7,0,-45,-6,-5,-7,-2,-13,-27,-11,-6,-9,-7,71,-8,-14,-11,-6,-4558,85,-2
561,0,9,15,-1,8,1,10,5,17,5,25,7,10,11,17,3,10,7,5,10,4,10,5,11,-2,12,-1285,2645,14
549,0,-13,-11,-9,-6,-8,-9,-15,-21,-51,-5,-7,-11,-37,-29,-8,-22,-10,-6,-3,-7,-57,-10,-15,-12,-10,170,2757,-44
229,0,-15,-8,-14,-17,-13,-13,-10,-8,-12,-3,-18,-16,-13,-21,-14,-15,-11,-14,-17,-12,-14,-8,-12,-5,-9,-448,224,0
268,0,-25,-29,-31,-13,-32,-23,-26,-31,15,155,-23,-22,-23,-34,-32,-2,-21,-27,9,-13,-21,-18,-24,-23,-22,-3989,-3872,42
222,0,2,2,2,-1,-1,3,-1,-3,0,9,1,-2,10,-8,1,0,1,1,4,4,-18,2,-4,-3,-3,2535,-1506,-66
212,0,15,9,4,2,7,9,4,1,-36,18,7,-6,-2,-19,12,-18,23,12,7,14,-83,4,-6,7,-12,2669,-4268,10
367,0,-11,-10,-1,-4,-5,-2,-2,-6,5,1,-3,-6,-5,-27,-3,-5,0,-4,-5,-2,44,3,-10,4,1,-2994,-727,-91
1236,0,-2,3,9,12,7,11,10,15,26,39,5,4,14,1,12,8,9,5,10,4,15,4,11,10,23,156,-182,4
1073,0,-10,-16,9,14,-1,2,-4,-5,-9,-16,9,1,-4,-9,6,-3,-5,3,-4,0,-16,2,-2,4,-7,-742,-590,2
296,0,-44,-50,-47,-30,-50,-46,-48,-59,0,-67,-37,-38,-51,-40,-50,-45,-27,-44,-7,-46,-3,-33,-40,-39,-38,-3799,-3568,54
388,0,-6,-1,-4,-10,-4,-5,1,0,24,15,-6,-5,13,5,-4,-1,3,-3,-3,0,4,-7,-16,-9,1,2014,-1097,-78
929,0,-16,-18,-4,-2,-6,-10,-12,-14,-13,-7,-9,-12,-18,-10,-4,-8,-13,-4,-6,-9,-4,-10,-15,-10,-10,1754,-987,10
1055,0,1,3,9,9,2,8,2,3,11,4,11,6,24,9,9,7,0,7,4,-3,1,1,4,-2,3,-424,-1068,3
707,0,8,22,12,15,8,12,10,21,15,14,14,17,16,13,9,19,13,15,19,14,17,9,8,0,12,706,-882,68
424,0,-1,4,-6,-15,-9,-6,-1,2,-3,11,-6,-5,14,-5,-6,-9,-1,-5,-2,-8,-16,-1,-9,-5,-3,-2418,2068,20
69,0,-6,-10,-8,-11,-12,-11,-12,-2,-2,4,-10,-5,1,-1,-12,-11,-12,-11,-9,-13,-8,-7,0,-12,-6,-340,-595,2
842,0,2,-24,-10,-1,-10,-6,-7,-4,1,-7,-4,-4,4,4,-12,-8,-7,-9,-6,-9,-12,-6,-3,-2,-9,1624,-704,30
334,0,-14,-13,-8,-16,-10,-16,-15,-21,-9,-11,-16,-16,-11,-27,-9,-5,-9,-5,-11,-8,6,-12,-24,-18,-10,58,-342,-110
116,0,16,14,8,20,13,18,11,12,17,-18,11,10,14,26,13,11,16,13,26,4,-8,7,19,9,26,3260,2564,-8
29,0,5,0,9,17,12,0,11,-1,27,-11,-1,6,4,-17,8,42,-14,13,20,7,24,7,10,12,18,-3544,2307,-24
226,0,-12,-13,-18,-17,-17,-14,-11,-16,1,1,-16,-19,12,-4,-17,-16,-12,-17,-12,-11,-31,-19,-23,-19,-17,2545,-788,-64
81,0,29,31,29,30,29,27,27,25,27,1,26,31,15,29,28,47,27,32,38,25,32,23,31,22,34,3799,2742,-20
164,0,-5,-3,-10,-13,-6,-10,-1,-7,-13,62,-11,-16,2,13,-10,-21,-7,-10,-15,-6,-48,-7,-14,3,-20,3072,-2119,-80
750,0,8,9,5,6,2,12,8,12,11,9,7,10,2,-1,3,17,-7,8,-1,4,27,5,9,5,8,-3521,-752,10
620,0,-4,9,-1,-7,-3,-3,3,6,-4,8,2,1,12,7,-3,-3,7,-1,-7,-2,-10,0,-7,1,-6,-229,340,-2
859,0,-6,-13,-28,-30,-24,-21,-22,-14,-11,-9,-22,-17,3,-16,-26,-20,-13,-23,-23,-20,-12,-27,-14,-29,-16,2516,-383,22
403,0,-2,-1,2,8,1,8,-4,1,7,6,1,-3,-7,-1,7,9,7,7,11,6,2,2,-5,-9,-3,2292,-774,-82
862,0,14,7,7,7,7,8,9,12,19,21,4,9,9,12,7,13,18,10,13,12,17,2,11,-2,9,2916,-183,26
1034,0,-13,-17,-36,-47,-30,-28,-31,-22,-30,-31,-28,-24,-15,-18,-33,-32,-29,-33,-34,-29,-36,-30,-28,-23,-27,714,-1277,12
6,0,19,18,20,18,19,22,13,19,17,-6,14,15,30,41,21,21,4,16,17,11,-1,10,26,8,20,-1946,-3542,-114
242,0,-21,-30,-13,-11,-13,-19,-11,-27,-15,-4,-17,-27,-14,-38,-12,-21,-15,-13,-11,-12,-23,-9,-29,-3,-24,2416,-652,-72
83,0,-7,-6,-4,-14,-3,0,-12,-4,-12,-6,-7,-8,4,-5,-3,-12,-22,-7,-33,-14,-39,-7,-5,-10,-8,-4188,-1351,-97
469,0,-34,-27,-21,-32,-29,-26,-34,-26,-46,-150,-28,-29,-22,-37,-26,-31,-47,-28,-36,-32,-25,-15,-33,-27,-47,3278,118,102
1397,0,20,3,-2,-4,4,10,1,-1,-3,66,2,4,0,-4,5,2,-11,1,7,1,8,2,19,0,12,-705,-1366,-34
279,0,0,-5,-24,-29,-18,-12,-15,-10,-9,0,-16,-10,-8,-7,-18,-16,-12,-20,-16,-16,-13,-17,-4,-15,-8,-898,-1075,7
1174,0,46,31,30,26,37,43,35,48,35,54,25,32,17,33,37,39,46,36,36,40,44,20,39,21,43,1583,2142,4
4,0,20,19,21,20,21,24,17,23,16,-4,14,16,23,36,22,21,8,17,18,14,2,12,28,15,25,-2056,-3406,-113
1378,0,29,18,25,23,25,28,21,18,17,30,23,20,24,13,25,19,11,23,28,20,17,25,24,26,24,-550,-1132,-21
330,0,-3,-2,-3,-6,-5,-3,-8,-8,6,16,-4,-4,2,-5,-1,1,-1,1,-1,-3,15,-5,-9,-14,4,244,-419,-108
149,0,11,9,6,3,2,13,6,13,-18,53,9,6,7,23,5,-5,5,4,9,9,-58,4,1,6,-1,-772,70,-76
553,0,6,-8,0,11,2,3,5,8,1,24,3,3,5,1,1,9,5,3,5,4,7,4,6,4,-2,-2310,2798,11
834,0,-11,-5,-11,-7,-7,-6,-4,2,1,-9,-9,-3,-12,-5,-13,-5,-8,-10,-14,-8,-10,-6,-9,-7,-2,442,-499,22
960,0,0,5,4,-8,4,-3,4,0,10,-19,4,4,5,0,4,-5,4,1,6,0,1,6,-6,3,-3,1648,-796,50
596,0,7,35,22,19,19,20,21,28,7,35,18,23,-5,3,17,21,25,21,18,18,17,21,21,18,23,-716,908,13
1467,0,8,-26,1,3,-1,3,5,-1,6,-19,-10,-11,5,2,1,-6,-6,1,1,-3,16,-2,1,4,7,-2689,-2818,-50
802,0,-13,-16,-15,-13,-20,-17,-18,-15,-21,-32,-14,-15,-16,-6,-12,-13,-17,-12,-10,-17,-9,-21,-13,-20,-24,754,-1898,22
637,0,-19,-23,-25,-14,-20,-12,-17,-9,-73,-22,-16,-10,-11,-3,-21,38,-14,-20,-25,-29,-59,-19,-11,-17,-9,-5122,1241,-13
486,0,-38,-36,-20,-32,-30,-27,-27,-22,-40,-173,-30,-26,-39,-25,-32,-38,-35,-33,-39,-31,-25,-21,-31,-16,-31,-534,-3695,102
219,0,1,-3,-9,-8,-4,-1,-7,-5,-30,0,-2,-12,-4,-4,-1,-36,3,-5,0,-3,-69,-2,-15,-7,-11,2627,-4174,18
440,0,-1,10,-16,-17,-12,1,-6,4,-3,0,-12,-10,7,-17,-12,-10,-1,-11,-5,-7,-8,-7,-5,-14,0,-1767,1850,16
508,0,-2,-6,-1,4,2,2,4,12,-2,25,-4,-1,-2,16,-4,2,5,0,2,0,4,1,-4,5,8,-2506,3035,20
76,0,-7,-24,-16,-9,-15,-13,-14,-9,-8,-6,-8,-8,-9,-21,-13,-16,-15,-15,-11,-17,-12,-9,-5,-5,-6,-195,-523,7
709,0,6,8,0,1,1,9,8,16,8,0,0,3,3,13,-4,-3,0,1,-6,6,105,-3,5,0,3,-4432,194,0
649,0,-2,3,7,14,6,6,9,15,-4,-11,5,5,-17,-3,11,14,12,10,10,10,9,5,2,10,6,-1351,-302,-31
522,0,-17,18,-21,-34,-19,-18,-19,-17,-26,20,-16,-14,-9,-29,-24,-17,-18,-19,-19,-21,-11,-19,-18,-18,-25,-2312,3023,14
749,0,6,7,4,5,1,9,8,9,9,5,7,8,2,-4,3,17,-9,7,-1,3,25,5,5,5,3,-3169,-490,10
1044,0,-3,-12,5,13,-1,8,-1,0,-8,-10,8,7,-37,-12,4,3,0,3,5,3,-5,3,10,9,4,296,-1241,18
217,0,5,-1,-6,-5,-2,1,-4,-4,-31,1,0,-11,-4,-8,2,-33,8,0,9,3,-67,-1,-14,-3,-8,2658,-4240,14
654,0,-6,-9,3,4,-3,-2,-2,-1,-19,-27,-2,-6,-7,-32,2,4,0,4,-2,-1,-14,0,-5,-1,-11,-595,-646,-28
1178,0,21,26,8,-3,10,13,11,18,15,43,7,11,20,10,11,9,21,11,10,12,13,3,16,1,7,1955,1794,6
959,0,4,6,6,-5,6,-1,6,-1,12,-20,8,7,6,-4,6,-2,5,3,10,2,1,8,-2,7,-4,1952,-640,52
1195,0,4,1,9,7,6,5,3,3,-2,13,10,6,2,-13,11,0,1,7,2,0,8,7,10,15,8,3598,1620,8
435,0,-9,-6,-8,-4,-9,-10,-8,-11,4,30,-3,-5,2,-1,-7,-8,-5,-7,-7,-7,3,-3,-10,-8,-7,382,-722,-59
630,0,6,-14,0,9,2,6,6,12,5,6,0,3,-3,11,0,7,9,2,2,3,3,0,6,-1,3,26,-143,-9
844,0,8,6,-4,0,-1,1,5,5,0,42,5,7,3,-7,-2,11,9,2,6,9,17,3,-1,7,2,-3522,1633,72
8,0,21,20,23,19,20,22,13,17,21,-7,17,16,39,42,23,22,4,17,18,12,-1,13,24,10,18,-1886,-3082,-113
952,0,24,15,2,-5,8,5,7,9,14,3,7,12,17,21,5,9,8,9,8,8,15,4,8,-1,3,902,-856,12
482,0,4,-7,-17,-13,-10,-3,-7,-1,-2,7,-8,-9,7,-6,-12,-10,-5,-10,-7,-10,-10,-9,-7,-11,-12,-1692,3352,13
273,0,-29,-35,-33,-20,-35,-34,-30,-39,22,148,-24,-24,-27,-26,-36,-9,-34,-29,13,-16,-17,-22,-42,-26,-38,-3958,-4466,40
119,0,5,3,-1,9,5,6,3,1,17,-25,0,-1,16,22,2,1,9,3,16,-5,-21,-2,3,-3,13,3284,2547,-6
170,0,38,37,31,25,35,38,29,32,-26,55,32,27,19,24,36,27,37,36,21,28,-69,32,30,25,17,2884,-2280,-25
1090,0,18,22,9,3,11,17,6,16,6,7,8,15,-4,19,9,13,9,12,9,13,25,2,14,2,13,-793,-3198,-14
438,0,-8,7,-6,-7,-8,4,-4,8,-4,2,-8,-8,-1,-5,-5,-6,2,-5,-1,-4,-6,-3,-7,-7,3,-1847,1950,14
758,0,5,7,1,-1,0,5,3,5,8,-4,1,3,4,20,-4,2,-4,2,-9,1,21,1,-3,2,-4,-4024,-1418,8
360,0,-2,-10,4,4,0,0,4,2,19,39,2,1,4,8,4,2,0,3,-1,3,33,7,-5,5,2,-4152,-772,-96
856,0,-34,-44,-50,-45,-44,-40,-44,-35,-40,-36,-43,-42,-15,-43,-47,-45,-38,-44,-44,-42,-33,-48,-43,-47,-34,1746,-842,21
262,0,-31,-37,-38,-23,-34,-33,-33,-38,0,94,-31,-29,-26,-40,-38,-12,-25,-33,3,-24,-58,-27,-39,-31,-30,-3966,-402,37
166,0,-7,-5,-28,-22,-20,-16,-13,-7,-4,4,-14,-10,-2,-13,-19,-20,-10,-22,-18,-16,-15,-15,-6,-14,-3,805,-748,10
59,0,6,7,19,19,12,15,7,14,8,13,13,12,0,4,19,16,10,19,18,10,16,16,12,12,17,-508,-678,0
611,0,-1,13,9,7,6,5,9,15,0,19,2,5,0,-8,5,7,11,7,5,6,1,4,11,10,11,-681,604,-4
530,0,-13,-12,-6,4,-5,0,-4,3,-8,54,-6,-7,-8,-14,-8,1,-1,-5,3,-6,9,-3,-9,-6,-4,-1852,2946,9
208,0,-8,-8,-9,-9,-9,-7,-7,-7,-6,18,-10,-12,6,11,-8,-13,-3,-11,-7,-3,-35,-7,-13,-7,-6,2633,-2062,-70
49,0,2,-1,17,22,12,9,3,2,-4,-1,10,5,-4,4,15,10,3,16,13,8,9,15,8,6,0,-596,-391,-7
532,0,-37,-31,-37,-31,-32,-32,-34,-49,-42,-35,-35,-30,-70,-67,-33,-42,-25,-31,-30,-33,-57,-27,-21,-50,-9,1715,2102,-54
76,0,27,28,22,22,21,27,27,35,40,6,17,30,15,40,22,45,31,25,17,22,40,18,36,17,45,3202,2797,-18
858,0,-20,-26,-40,-40,-35,-33,-34,-27,-25,-24,-33,-30,-4,-33,-38,-34,-27,-35,-36,-32,-24,-38,-28,-39,-27,2300,-452,21
1018,0,-8,6,-3,-6,-7,-7,-5,-1,0,1,-1,-2,11,5,-7,-10,-3,-6,-10,-3,-12,-7,-7,-1,-7,1176,-1469,24
48,0,0,-6,15,22,11,7,1,0,-5,-4,8,3,-7,2,14,8,0,14,11,7,6,13,6,5,-2,-522,-358,-8
719,0,-22,-11,24,37,12,5,8,8,7,9,11,7,-20,-9,12,15,3,13,12,10,11,13,3,17,3,937,-1150,59
1173,0,46,28,30,28,39,44,36,48,35,54,25,32,14,32,37,41,47,36,35,41,46,21,37,24,45,1593,2200,4
310,0,-3,-13,-5,-6,-5,-5,1,-6,17,0,-3,-3,0,2,-7,0,-6,-5,-4,-5,-1,-2,-11,-4,-11,1022,-863,-100
747,0,3,4,-1,1,-3,3,2,2,-1,-4,4,4,7,-4,-2,14,-15,3,-5,-3,19,0,-1,-2,-7,-2826,-914,10
1161,0,-21,-13,-17,-23,-14,-17,-18,-13,-27,-16,-17,-19,-5,-22,-17,-25,-15,-22,-26,-20,-18,-17,-17,-9,-18,1346,1929,25
632,0,12,-5,15,36,14,19,18,22,20,19,17,13,18,15,18,23,22,18,19,17,16,13,19,7,15,-464,-307,-12
108,0,-3,-3,-11,-15,-8,2,-5,1,0,30,-4,-10,26,26,-9,-12,-7,-13,-36,-13,-73,-9,-10,-4,-13,-3667,-1684,-78
628,0,-13,-12,-5,1,-4,-3,-4,-3,-49,-14,-9,-7,3,-18,-8,42,-1,-3,-9,-9,-49,-5,-8,-11,-12,-5188,1378,-22
740,0,-14,-14,-25,-17,-24,-14,-16,-5,-21,-11,-23,-15,-14,7,-27,-2,-27,-19,-18,-20,9,-26,-17,-23,-13,-2701,-300,6
358,0,0,-4,5,4,1,3,6,8,22,46,3,4,5,30,5,4,3,4,1,5,31,6,-4,5,8,-3976,-1180,-94
25,0,-2,-5,7,15,7,5,5,6,1,8,7,4,-1,-8,8,5,5,6,6,5,7,8,6,5,7,-438,-1144,-2
308,0,-8,-17,-11,-10,-10,-9,-5,-7,8,-6,-8,-7,-1,-2,-11,-4,-9,-9,-8,-10,-4,-8,-16,-12,-14,1024,-1121,-101
219,0,-11,-32,-20,-16,-15,-19,-10,-12,-5,5,-14,-13,-11,-5,-18,-19,-10,-18,-19,-13,-17,-13,-21,-7,-14,-482,102,8
819,0,3,8,4,6,1,8,5,8,11,50,7,8,2,3,1,8,9,3,2,7,28,8,8,4,4,-3123,914,76
276,0,-9,-32,-21,-13,-17,-14,-12,-10,-9,-5,-14,-15,-9,-17,-16,-18,-11,-19,-15,-16,-14,-15,-12,-9,-11,-986,-982,6
658,0,4,9,5,11,8,16,10,15,-19,4,3,9,6,9,7,61,4,10,8,4,-9,2,8,0,6,-4892,1546,-16
230,0,-13,-14,-16,-13,-14,-12,-6,-13,-2,10,-14,-17,0,1,-15,-16,-6,-16,-9,-9,-23,-15,-18,-10,-13,2510,-870,-64
1237,0,-1,-2,5,12,5,10,8,15,22,35,3,3,12,3,10,6,7,3,9,2,12,3,12,8,25,179,-146,4
1465,0,19,-18,5,6,4,8,9,4,10,-12,-3,-2,12,14,4,-1,-2,7,8,1,18,1,10,5,10,-2684,-2811,-42
1047,0,-24,-15,-13,-14,-22,-14,-23,-22,-27,-34,-10,-13,-28,-21,-14,-15,-23,-16,-15,-21,-25,-20,-14,-19,-21,-30,-1160,14
38,0,19,20,24,31,24,21,25,31,47,-13,13,26,20,14,19,59,13,24,36,22,63,18,32,18,39,-3486,2762,-28
361,0,-4,-12,-9,-16,-9,-9,-6,-5,-9,13,-14,-12,-11,-5,-10,-12,-6,-8,-11,-8,-11,-3,-14,-1,-7,-1000,-186,6
453,0,-18,-13,-17,-11,-14,-15,-14,-18,2,-2,-21,-22,-18,-6,-11,-9,-14,-13,-9,-10,-2,-15,-17,-14,-13,-658,-2054,-71
43,0,-3,-10,-10,-10,-6,-7,-5,-10,-5,-15,-5,-4,2,-10,-10,-6,-16,-13,-17,-8,-28,-7,-1,-5,-9,-4742,-832,-100
625,0,0,1,9,14,9,12,9,17,-43,6,1,7,-5,-7,6,53,13,10,8,6,-35,7,10,6,8,-5232,1205,-26
391,0,-27,-28,-37,-44,-37,-34,-49,-43,-99,54,-24,-37,-35,-37,-28,-68,-32,-30,-52,-37,-95,-31,-41,-37,-47,2626,-2742,72
1326,0,1,7,11,-1,10,13,10,5,12,6,5,4,12,17,12,29,14,7,6,-18,-12,5,12,12,7,-36,-1850,-14
857,0,-4,1,3,-4,-5,-3,-3,3,-7,28,-3,0,-20,7,0,2,-1,5,-4,5,-12,2,-9,0,-5,-3475,398,58
1116,0,-4,-14,1,-3,-3,-2,-2,-1,-5,-2,-2,-3,-2,-6,-3,-9,-2,-4,-10,0,-15,-6,-4,0,-3,40,-138,2
348,0,-21,-24,-21,-18,-19,-20,-15,-20,-10,-4,-21,-21,-13,-27,-21,-11,-15,-19,-20,-18,-7,-16,-22,-15,-16,-2466,-1070,-97
343,0,-47,-47,-44,-38,-43,-45,-54,-47,-44,-59,-42,-40,-54,-41,-47,-45,-56,-45,-44,-43,16,-34,-42,-43,-53,-3439,2740,62
129,0,17,15,11,13,18,14,16,8,11,-20,11,12,12,7,13,19,20,14,17,9,-40,12,16,13,18,3190,2488,0
297,0,-20,-24,5,12,0,0,3,5,8,15,-4,-7,-6,-6,-1,-7,3,-4,-3,-1,-2,8,-9,9,3,-1790,-1584,2
1187,0,9,5,21,7,17,9,13,10,6,21,10,10,10,7,16,10,17,15,7,12,16,12,8,13,11,2768,1639,0
937,0,7,3,-18,-23,-10,-11,-10,-12,1,-10,-10,-6,-1,-12,-12,-9,-15,-9,-8,-10,-8,-13,-9,-12,-12,862,-900,6
240,0,-8,-19,7,16,2,6,3,11,7,18,8,4,-4,-6,7,4,6,3,6,4,7,1,0,-3,-1,-426,448,-2
1425,0,20,26,8,4,15,15,21,16,20,7,8,10,18,30,12,17,15,14,19,19,30,8,1,11,18,-1066,1126,-41
582,0,-20,-18,-2,-1,-8,-7,-6,-5,-24,5,-6,-9,-12,-25,-12,-7,-10,-10,-6,-10,-10,-6,-12,3,-10,-1642,1031,16
106,0,-5,-4,-10,-14,-9,1,-7,-2,-5,25,-4,-11,24,22,-9,-11,-9,-13,-36,-13,-66,-10,-11,-5,-19,-3756,-1518,-78
459,0,-8,-5,0,1,1,-5,0,-6,11,-12,-4,-7,-4,-22,1,1,1,2,1,0,11,3,-9,-2,-6,1587,-2855,-55
1336,0,1,4,22,25,14,18,10,11,10,24,11,5,8,9,22,19,16,16,30,19,-12,13,8,13,18,-666,-596,-16
939,0,-17,-27,-26,-22,-22,-27,-22,-25,-28,-43,-15,-15,-17,-26,-23,-23,-25,-25,-24,-24,-134,-18,-18,-21,-27,1030,-706,57
173,0,6,7,7,6,5,5,4,-7,-18,8,9,-2,11,-25,9,-4,3,6,12,6,-23,8,4,5,-9,2982,-1210,-70
350,0,-17,3,0,1,-6,1,-1,3,3,13,0,-1,-4,-10,-1,-8,1,-6,-2,-6,-3,3,1,-1,4,-712,-32,14
468,0,-33,-27,-20,-31,-28,-25,-32,-23,-45,-138,-27,-28,-22,-32,-26,-30,-45,-27,-35,-31,-24,-15,-32,-26,-43,3300,104,102
1222,0,18,-1,2,4,12,12,17,18,12,26,0,5,6,9,5,11,17,4,7,15,12,5,11,13,17,992,23,0
349,0,-14,-1,-5,-2,-9,-1,-3,2,2,10,-1,-3,-5,-9,-4,-10,0,-9,-5,-8,-5,1,0,-3,1,-726,-81,14
1064,0,-17,-21,-13,-7,-14,-11,-19,-14,-22,-27,-11,-12,-27,-5,-12,-15,-21,-15,-14,-16,-16,-15,-9,-9,-10,-1132,-928,-4
1242,0,4,-5,-11,-10,-7,-5,-6,-4,-1,3,-6,-4,4,-1,-6,-10,-9,-11,-6,-9,-3,-6,7,-2,0,404,-101,10
643,0,-5,29,16,4,13,9,13,20,5,8,3,7,-4,26,11,20,16,16,10,12,12,10,-8,11,7,-1790,-454,-27
1053,0,-4,2,1,0,-6,1,-5,-1,11,4,4,-1,28,11,1,0,-6,-1,-3,-9,-7,-6,-2,-11,-5,-338,-1065,4
944,0,-18,-11,5,6,-2,-6,-5,-7,-7,-15,-5,-9,-13,-13,-1,-4,-10,1,-1,-4,-7,0,-15,6,-5,547,-484,4
1149,0,-2,-6,-4,-10,-5,-8,-3,-8,-11,-18,-1,-4,10,-16,-7,-16,-4,-7,-15,-7,-7,-4,-4,1,-4,1060,1114,42
657,0,0,-15,7,10,0,1,-2,1,-14,-28,3,-1,3,-20,6,7,1,8,1,-1,-18,5,0,-4,-12,-237,-576,-32
490,0,-29,-28,-16,-27,-21,-21,-21,-19,-32,-108,-24,-24,-28,-21,-25,-40,-22,-26,-33,-21,-47,-34,-28,-22,-28,2927,-3950,98
